Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Forsmannstrasse;1;-7;U;normal;-1,912;Winterhude
Forsmannstrasse;2;-30;G;normal;-1,822;Winterhude
Forsmannstrasse;11;-13;U;normal;-1,815;Winterhude
Forsmannstrasse;21;-27;U;normal;-2,288;Winterhude
Forsmannstrasse;29;-33;U;normal;-1,936;Winterhude
Forsmannstrasse;38;-38;G;normal;-2,36;Winterhude
Forsteck;1;-35;U;gut;0,455;Suelldorf
Forsteck;002a;-10;G;gut;1,391;Suelldorf
Forsteck;12;-26;G;normal;-5,849;Suelldorf
Forsteck;39;-39;U;normal;-3,217;Suelldorf
Foersterkamp;3;-3;U;normal;-9,144;Hausbruch
Foersterweg;1;-13;U;normal;-2,83;Stellingen
Foersterweg;8;-22;G;normal;-3,166;Stellingen
Foersterweg;27;-37;U;normal;-3,3;Stellingen
Foersterweg;36;-54;G;normal;-9,668;Stellingen
Foersterweg;39;-177;U;normal;-11,696;Stellingen
Foersterweg;56;-92;G;normal;-11,415;Stellingen
Foersterweg;100a;-   118c;G;normal;-11,693;Stellingen
Foersterweg;156;-156;G;normal;-9,239;Stellingen
Forstgrund;1;-11;S;gut;0,637;Hausbruch
Forsthoehe;1;-33;U;gut;1,347;Hausbruch
Forsthoehe;2;-28;G;gut;1,317;Hausbruch
Forstweg;1;-25;U;gut;1,76;Heimfeld
Forstweg;4;-22;G;gut;2,034;Heimfeld
Fossberger Moor;3;-5;U;normal;-6,876;Langenhorn
Fossberger Moor;4;-10;G;normal;-6,618;Langenhorn
Fossberger Moor;7;-35;U;normal;-3,388;Langenhorn
Fossberger Moor;16;-26;G;normal;-3,23;Langenhorn
Fossberger Moor;28;-32;G;normal;-3,421;Langenhorn
Fossholt;1;-5;U;normal;-2,027;Roenneburg
Fossholt;2;-22;G;normal;-2,345;Roenneburg
Fossredder;6;-36;G;gut;4,993;Volksdorf
Fossredder;7;-9;U;gut;4,336;Volksdorf
Fossredder;21;-39;U;gut;5,247;Volksdorf
Fossredder;40;-44;G;gut;5,944;Volksdorf
Fossredder;47;-53;U;gut;5,658;Volksdorf
Fossredder;52;-   068b;G;gut;5,885;Volksdorf
Fossredder;55;-67;U;gut;5,634;Volksdorf
Fosssoelen;1;-   011a;U;gut;5,429;Volksdorf
Fosssoelen;2;-12;G;gut;5,432;Volksdorf
Foettingergarten;2;-4;G;normal;-7,187;Barmbek-Nord
Fraenkelstrasse;2;-24;G;normal;-5,23;Barmbek-Nord
Fraenkelstrasse;11;-27;U;normal;-5,425;Barmbek-Nord
Frahmredder;1;-5;U;gut;1,281;Sasel
Frahmredder;7;-13;U;gut;0,748;Sasel
Frahmredder;8;-20;G;gut;0,667;Sasel
Frahmredder;15;-55;U;gut;-0,174;Sasel
Frahmredder;22;-62;G;gut;-0,163;Sasel
Frahmredder;57;-71;U;gut;1,256;Sasel
Frahmredder;64;-68;G;gut;1,154;Sasel
Frahmredder;70;-82;G;gut;1,524;Sasel
Frahmredder;75;-87;U;gut;1,721;Sasel
Frahmredder;84;-98;G;gut;1,466;Sasel
Frahmredder;89;-93;U;gut;0,98;Sasel
Frahmredder;098a;-114;G;gut;0,979;Sasel
Frahmredder;103;-111;U;gut;1,147;Sasel
Frahmredder;115;-123;U;gut;0,762;Sasel
Frahmredder;116;-126;G;gut;0,934;Sasel
Frahmredder;128;-140;G;gut;0,864;Sasel
Frahmstrasse;1;-43;U;gut;3,488;Blankenese
Frahmstrasse;001a;-   001a;U;gut;4,094;Blankenese
Frahmstrasse;002a;-8;G;gut;4,019;Blankenese
Frahmstrasse;16;-38;G;gut;3,427;Blankenese
Framheinstrasse;1;-21;U;normal;-4,081;Barmbek-Sued
Framheinstrasse;2;-26;G;normal;-4,109;Barmbek-Sued
Francoper Strasse;1;-7;U;normal;-10,097;Neugraben-Fischbek
Francoper Strasse;2;-8;G;normal;-10,348;Neugraben-Fischbek
Francoper Strasse;10;-14;G;normal;-10,731;Neugraben-Fischbek
Francoper Strasse;15;-17;U;normal;-11,177;Neugraben-Fischbek
Francoper Strasse;19;-19;U;normal;-9,045;Neugraben-Fischbek
Francoper Strasse;22;-44;G;normal;-13,656;Neugraben-Fischbek
Francoper Strasse;23;-41;U;normal;-7,455;Neugraben-Fischbek
Francoper Strasse;45;-55;U;normal;-5,687;Neugraben-Fischbek
Francoper Strasse;48;-64;G;normal;-8,597;Neugraben-Fischbek
Francoper Strasse;57;-67;U;normal;-2,987;Neugraben-Fischbek
Francoper Strasse;68;-108;G;normal;-2,485;Neugraben-Fischbek
Francoper Strasse;110;-112;G;normal;-1,713;Neugraben-Fischbek
Frankenstrasse;25;-25;U;normal;-19,173;Hammerbrook
Frankring;1;-   017d;U;gut;4,652;Volksdorf
Frankring;002a;-   040e;G;gut;4,487;Volksdorf
Frankring;019a;-   029d;U;gut;4,405;Volksdorf
Frankring;031a;-   039e;U;gut;4,057;Volksdorf
Franz-Marc-Strasse;1;-27;U;normal;-16,475;Billstedt
Franz-Marc-Strasse;2;-26;G;normal;-16,422;Billstedt
Franzosenheide;1;-33;U;normal;-1,413;Schnelsen
Franzosenheide;2;-34;G;normal;-1,507;Schnelsen
Franzosenheide;36;-   042b;G;normal;-1,735;Schnelsen
Franzosenheide;37;-   051c;U;normal;-1,767;Schnelsen
Franzosenheide;44;-46;G;normal;-1,852;Schnelsen
Franzosenkoppel;15;-39;U;normal;-3,93;Lurup
Franzosenkoppel;16;-34;G;normal;-10,505;Lurup
Franzosenkoppel;039a;-57;U;normal;-3,917;Lurup
Franzosenkoppel;42;-52;G;normal;-9,835;Lurup
Franzosenkoppel;60;-96;G;normal;-9,147;Lurup
Franzosenkoppel;75;-87;U;normal;-6,544;Lurup
Franzosenkoppel;91;-109;U;normal;-5,636;Lurup
Franzosenkoppel;100a;-104;G;normal;-10,457;Lurup
Franzosenkoppel;106;-138;G;normal;-10,598;Lurup
Franzosenkoppel;113;-117;U;normal;-11,317;Lurup
Franzosenkoppel;139;-139;U;normal;-10,985;Lurup
Franz-Rohr-Weg;1;-13;U;gut;-0,395;Bergedorf
Franz-Rohr-Weg;2;-8;G;normal;-0,725;Bergedorf
Frapanweg;2;-6;G;gut;2,74;Iserbrook
Frapanweg;007a;-53;U;gut;2,467;Iserbrook
Frapanweg;14;-38;G;gut;2,185;Iserbrook
Frauenthal;4;-20;G;gut;7,993;Harvestehude
Frauenthal;7;-29;U;gut;7,921;Harvestehude
Freegen;1;-11;U;normal;-0,643;Kirchwerder
Freegen;2;-20;G;normal;-0,586;Kirchwerder
Freegenweg;1;-13;S;gut;-0,5;Kirchwerder
Freesenstrasse;3;-19;U;gut;-0,004;Marienthal
Freesenstrasse;4;-18;G;gut;-0,062;Marienthal
Freesienweg;1;-55;U;gut;2,968;Sasel
Freesienweg;2;-38;G;gut;3,063;Sasel
Freesienweg;40;-65;S;gut;2,413;Sasel
Freihafenstrasse;9;-17;U;normal;-17,349;Rothenburgsort
Freihafenstrasse;14;-20;G;normal;-17,402;Rothenburgsort
Freiweide;1;-15;U;normal;-5,279;Bergedorf
Freiweide;4;-18;G;normal;-5,497;Bergedorf
Frettchenweg;1;-23;U;gut;1,863;Sasel
Frettchenweg;2;-8;G;gut;2,086;Sasel
Frettchenweg;10;-18;G;gut;1,682;Sasel
Freudenthalweg;1;-17;U;normal;-5,737;Wilstorf
Freudenthalweg;2;-50;G;normal;-4,224;Wilstorf
Freudenthalweg;002a;-   002a;G;normal;-5,696;Wilstorf
Freudenthalweg;21;-   043g;U;normal;-6,269;Wilstorf
Freudenthalweg;52;-54;G;normal;-3,603;Wilstorf
Frickestrasse;32;-38;G;normal;-2,707;Eppendorf
Frickestrasse;35;-35;U;normal;-1,233;Eppendorf
Frickestrasse;41;-43;U;normal;-5,743;Eppendorf
Frickestrasse;42;-46;G;normal;-5,585;Eppendorf
Frickestrasse;48;-52;G;normal;-3,612;Eppendorf
Frickestrasse;49;-89;U;normal;-3,721;Eppendorf
Frickestrasse;54;-56;G;normal;-3,383;Eppendorf
Frickestrasse;58;-60;G;normal;-3,365;Eppendorf
Frickestrasse;62;-70;G;normal;-4,095;Eppendorf
Friedastrasse;3;-7;U;normal;-5,509;Marienthal
Friedastrasse;6;-12;G;normal;-5,56;Marienthal
Friedensallee;1;-5;U;normal;-6,4;Ottensen
Friedensallee;2;-34;G;normal;-6,777;Ottensen
Friedensallee;13;-57;U;normal;-5,188;Ottensen
Friedensallee;034a;-   034a;G;normal;-6,707;Ottensen
Friedensallee;36;-80;G;normal;-5,201;Ottensen
Friedensallee;61;-83;U;normal;-5,36;Ottensen
Friedensallee;87;-109;U;normal;-8,144;Ottensen
Friedensallee;90;-106;G;normal;-5,101;Ottensen
Friedensallee;108;-250;G;normal;-8,24;Ottensen
Friedensallee;245;-255;U;normal;-8,061;Ottensen
Friedensallee;257;-259;U;normal;-8,268;Ottensen
Friedensallee;260;-268;G;normal;-8,103;Ottensen
Friedensallee;263;-269;U;normal;-7,648;Ottensen
Friedensallee;270;-288;G;normal;-7,722;Ottensen
Friedensallee;300;-322;G;normal;-3,432;Ottensen
Friedensallee;334;-336;G;normal;-3,612;Ottensen
Friedensallee;338;-338;G;normal;-4,9;Ottensen
Friedensallee;357;-363;U;normal;-9,104;Ottensen
Friedensallee;365;-373;U;normal;-11,142;Ottensen
Friedensallee;368;-380;G;normal;-14,827;Ottensen
Friedenstrasse;1;-41;U;normal;-6,502;Eilbek
Friedenstrasse;6;-12;G;normal;-6,235;Eilbek
Friedensweg;001a;-   001d;U;gut;3,186;Osdorf
Friedensweg;2;-   020d;G;gut;2,525;Osdorf
Friedensweg;5;-5;U;gut;2,803;Osdorf
Friedensweg;7;-7;U;gut;2,624;Osdorf
Friedensweg;22;-34;G;gut;3,592;Osdorf
Friedensweg;29;-41;U;gut;3,638;Osdorf
Friedhofstrasse;2;-10;G;normal;-5,873;Eissendorf
Friedhofstrasse;7;-29;U;normal;-9,057;Eissendorf
Friedhofstrasse;14;-30;G;normal;-6,936;Eissendorf
Friedhofsweg;1;-11;U;gut;6,932;Ohlsdorf
Friedhofsweg;2;-46;G;gut;6,341;Ohlsdorf
Friedhofsweg;17;-41;U;gut;6,217;Ohlsdorf
Friedlaender Strasse;1;-   035d;U;normal;-3,329;Bramfeld
Friedlaender Strasse;37;-   060d;S;normal;-2,15;Bramfeld
Friedmannbogen;1;-13;S;gut;-0,473;Bergedorf
Friedrich-Ebert-Damm;10;-26;G;normal;-9,257;Wandsbek
Friedrich-Ebert-Damm;019a;-   023c;U;normal;-13,078;Wandsbek
Friedrich-Ebert-Damm;28;-40;G;normal;-9,219;Wandsbek
Friedrich-Ebert-Damm;31;-37;U;normal;-14,172;Wandsbek
Friedrich-Ebert-Damm;39;-47;U;normal;-13,962;Wandsbek
Friedrich-Ebert-Damm;42;-48;G;normal;-14,174;Wandsbek
Friedrich-Ebert-Damm;49;-57;U;normal;-13,827;Wandsbek
Friedrich-Ebert-Damm;50;-52;G;normal;-10,1;Wandsbek
Friedrich-Ebert-Damm;054a;-64;G;normal;-8,716;Wandsbek
Friedrich-Ebert-Damm;59;-67;U;normal;-14,013;Wandsbek
Friedrich-Ebert-Damm;66;-90;G;normal;-12,637;Wandsbek
Friedrich-Ebert-Damm;69;-77;U;normal;-13,975;Wandsbek
Friedrich-Ebert-Damm;79;-   093c;U;normal;-12,376;Wandsbek
Friedrich-Ebert-Damm;143;-145;U;normal;-12,923;Wandsbek
Friedrich-Ebert-Damm;180;-180;G;normal;-8,703;Wandsbek
Friedrich-Ebert-Damm;210a;-   210c;G;normal;-12,191;Wandsbek
Friedrich-Ebert-Hof;1;-27;U;normal;-7,426;Ottensen
Friedrich-Ebert-Hof;2;-22;G;normal;-7,408;Ottensen
Friedrich-Ebert-Strasse;2;-12;G;normal;-5,013;Niendorf
Friedrich-Ebert-Strasse;3;-23;U;normal;-3,003;Niendorf
Friedrich-Ebert-Strasse;18;-18;G;normal;-3,649;Niendorf
Friedrich-Ebert-Strasse;22;-48;G;normal;-5,154;Niendorf
Friedrich-Ebert-Strasse;27;-   035b;U;normal;-3,825;Niendorf
Friedrich-Ebert-Strasse;37;-69;U;normal;-3,905;Niendorf
Friedrich-Ebert-Strasse;52;-76;G;normal;-6,172;Niendorf
Friedrich-Ebert-Strasse;73;-119;U;normal;-4,233;Niendorf
Friedrich-Ebert-Strasse;78;-100;G;normal;-3,351;Niendorf
Friedrich-Frank-Bogen;2;-80;G;normal;-16,15;Bergedorf
Friedrich-Frank-Bogen;027a;-   027e;U;normal;-20,236;Bergedorf
Friedrich-Frank-Bogen;69;-79;U;normal;-21,907;Bergedorf
Friedrich-Frank-Bogen;82;-124;G;normal;-16,455;Bergedorf
Friedrich-Karl-Strasse;1;-33;U;gut;4,478;Wellingsbuettel
Friedrich-Karl-Strasse;2;-10;G;gut;4,253;Wellingsbuettel
Friedrich-Karl-Strasse;12;-40;G;gut;4,793;Wellingsbuettel
Friedrich-Kirsten-Strasse;1;-29;U;gut;2,463;Wellingsbuettel
Friedrich-Kirsten-Strasse;002a;-22;G;gut;2,4;Wellingsbuettel
Friedrich-Kirsten-Strasse;24;-58;G;gut;2,451;Wellingsbuettel
Friedrich-Legahn-Strasse;1;-21;U;gut;5,55;Blankenese
Friedrich-Legahn-Strasse;2;-24;G;gut;5,711;Blankenese
Friedrich-List-Strasse;1;-25;U;normal;-12,516;Wilstorf
Friedrich-List-Strasse;2;-26;G;normal;-12,51;Wilstorf
Friedrich-Ludwig-Jahn-Strasse;9;-17;U;normal;-11,138;Harburg
Friedrich-Naumann-Strasse;1;-7;U;normal;-15,001;Heimfeld
Friedrich-Naumann-Strasse;2;-40;G;normal;-15,471;Heimfeld
Friedrich-Naumann-Strasse;11;-33;U;normal;-15,276;Heimfeld
Friedrichsberger Strasse;2;-12;G;normal;-7,015;Barmbek-Sued
Friedrichsberger Strasse;31;-33;U;normal;-5,191;Barmbek-Sued
Friedrichsberger Strasse;35;-51;U;normal;-4,798;Barmbek-Sued
Friedrichsberger Strasse;55;-57;U;normal;-5,334;Barmbek-Sued
Friedrichsberger Strasse;61;-65;U;normal;-5,891;Barmbek-Sued
Friedrichsberger Strasse;75;-79;U;normal;-9,723;Barmbek-Sued
Friedrich-Schoening-Weg;1;-16;S;normal;-6,392;Osdorf
Friedrich-Schuetter-Platz;1;-1;U;normal;-4,071;Uhlenhorst
Friedrichshainstrasse;001a;-   005c;U;normal;-8,811;Rahlstedt
Friedrichshainstrasse;2;-2;G;normal;-8,762;Rahlstedt
Friedrichshainstrasse;8;-26;G;normal;-8,72;Rahlstedt
Friedrichshainstrasse;011a;-   015c;U;normal;-8,798;Rahlstedt
Friedrichshulder Weg;005a;-17;S;normal;-10,684;Lurup
Friedrichshulder Weg;062a;-   063g;S;normal;-11,986;Lurup
Friedrichshulder Weg;67;-67;U;normal;-11,791;Lurup
Friedrichstrasse;1;-11;U;normal;-6,62;St. Pauli
Friedrichstrasse;2;-22;G;normal;-6,538;St. Pauli
Friedrichstrasse;19;-31;U;normal;-6,663;St. Pauli
Friedrichstrasse;28;-36;G;normal;-6,792;St. Pauli
Friesenstrasse;24;-26;G;normal;-14,313;Hammerbrook
Friesenweg;2;-2;G;normal;-7,32;Ottensen
Friesenweg;005a;-33;U;normal;-7,173;Ottensen
Fritz-Bringmann-Ring;18;-36;S;normal;-0,625;Kirchwerder
Fritz-Bringmann-Ring;41;-57;U;normal;-0,764;Kirchwerder
Fritz-Doehling-Weg;1;-12;S;gut;0,425;Neugraben-Fischbek
Fritz-Flinte-Ring;1;-17;U;normal;-17,359;Steilshoop
Fritz-Flinte-Ring;2;-96;G;normal;-17,752;Steilshoop
Fritz-Flinte-Ring;19;-41;U;normal;-18,153;Steilshoop
Fritz-Flinte-Ring;34;-80;G;normal;-18,746;Steilshoop
Fritz-Flinte-Ring;041a;-   041a;U;normal;-16,222;Steilshoop
Fritz-Flinte-Ring;43;-63;U;normal;-18,966;Steilshoop
Fritz-Flinte-Ring;65;-95;U;normal;-17,943;Steilshoop
Fritz-Lindemann-Weg;001a;-7;U;normal;-8,901;Lohbruegge
Fritz-Lindemann-Weg;2;-72;G;normal;-8,931;Lohbruegge
Fritz-Neubers-Weg;1;-3;U;normal;-9,089;Barmbek-Nord
Fritz-Neubers-Weg;2;-6;G;normal;-9,346;Barmbek-Nord
Fritz-Reuter-Strasse;3;-15;U;normal;-1,51;Bramfeld
Fritz-Reuter-Strasse;8;-26;G;normal;-1,699;Bramfeld
Fritz-Reuter-Strasse;21;-31;U;normal;-0,751;Bramfeld
Fritz-Reuter-Strasse;28;-44;G;normal;-1,052;Bramfeld
Fritz-Schade-Weg;1;-13;S;gut;0,351;Ochsenwerder
Fritz-Schumacher-Allee;1;-23;U;normal;-1,147;Langenhorn
Fritz-Schumacher-Allee;2;-6;G;normal;-1,166;Langenhorn
Fritz-Schumacher-Allee;25;-43;U;normal;-1,176;Langenhorn
Fritz-Schumacher-Allee;45;-59;U;normal;-1,145;Langenhorn
Fritz-Schumacher-Allee;61;-75;U;normal;-1,034;Langenhorn
Fritz-Schumacher-Allee;77;-93;U;normal;-1,031;Langenhorn
Fritz-Schumacher-Allee;95;-113;U;normal;-1,359;Langenhorn
Fritz-Schumacher-Allee;98;-128;G;normal;-0,78;Langenhorn
Fritz-Schumacher-Allee;130;-148;G;normal;-0,694;Langenhorn
Fritz-Schumacher-Allee;150;-198;G;normal;-0,862;Langenhorn
Fritzschweg;1;-7;U;normal;-14,331;Billstedt
Fritz-Solmitz-Weg;1;-23;S;gut;-0,4;Langenhorn
Fritz-Solmitz-Weg;25;-52;S;gut;-0,518;Langenhorn
Fritz-Stoffert-Strasse;1;-5;U;gut;-0,023;Bergedorf
Froebelstrasse;2;-2;G;gut;2,453;Rotherbaum
Frobeniusweg;1;-20;S;normal;-14,16;Billstedt
Frohmestrasse;1;-7;U;normal;-2,977;Schnelsen
Frohmestrasse;8;-14;G;normal;-2,961;Schnelsen
Frohmestrasse;011a;-33;U;normal;-2,514;Schnelsen
Frohmestrasse;016a;-48;G;normal;-2,441;Schnelsen
Frohmestrasse;35;-   055b;U;normal;-2,532;Schnelsen
Frohmestrasse;50;-52;G;normal;-2,762;Schnelsen
Frohmestrasse;59;-91;U;normal;-1,165;Schnelsen
Frohmestrasse;62;-76;G;normal;-1,116;Schnelsen
Frohmestrasse;078a;-94;G;normal;-0,936;Schnelsen
Frohmestrasse;95;-95;U;normal;-4,901;Schnelsen
Frohmestrasse;96;-126;G;normal;-5,249;Schnelsen
Frohmestrasse;111;-139;U;normal;-5,43;Schnelsen
Frohmestrasse;128;-152;G;normal;-5,496;Schnelsen
Froschkoenigweg;1;-23;U;normal;-3,358;Billstedt
Froschkoenigweg;2;-24;G;normal;-3,168;Billstedt
Froschkoenigweg;25;-30;S;normal;-16,562;Billstedt
Fruchtallee;1;-25;U;normal;-8,223;Eimsbuettel
Fruchtallee;030a;-   038b;G;normal;-7,181;Eimsbuettel
Fruchtallee;52;-58;G;normal;-7,773;Eimsbuettel
Fruchtallee;55;-61;U;normal;-8,044;Eimsbuettel
Fruchtallee;072a;-   072c;G;normal;-8,17;Eimsbuettel
Fruchtallee;106;-136;G;normal;-7,965;Eimsbuettel
Fruchtallee;107;-109;U;normal;-10,945;Eimsbuettel
Fruchtallee;115;-123;U;normal;-10,071;Eimsbuettel
Fruchtallee;141a;-   141c;U;normal;-11,297;Eimsbuettel
Fruchtweg;1;-39;U;gut;3,117;Suelldorf
Fruchtweg;2;-40;G;gut;3,3;Suelldorf
Fruehlingsgarten;1;-17;U;gut;5,255;Alsterdorf
Fruehlingsgarten;2;-2;G;gut;5,05;Alsterdorf
Fruehlingsgarten;4;-14;G;gut;5,244;Alsterdorf
Fruehlingsgarten;18;-30;G;gut;5,326;Alsterdorf
Fruehlingsgarten;19;-33;U;gut;5,334;Alsterdorf
Fruehlingsgarten;34;-42;G;gut;5,585;Alsterdorf
Fruehlingsgarten;37;-49;S;gut;5,624;Alsterdorf
Fruehlingsheide;001a;-13;S;normal;-2,006;Neugraben-Fischbek
Fruehlingstrasse;2;-14;G;normal;-3,315;Stellingen
Fruehlingstrasse;3;-21;U;normal;-3,354;Stellingen
Fruehlingstrasse;20;-60;G;normal;-3,129;Stellingen
Fruehlingstrasse;33;-63;U;normal;-3,087;Stellingen
Frustbergstrasse;1;-31;U;normal;-0,585;Gross Borstel
Frustbergstrasse;10;-14;G;normal;-0,682;Gross Borstel
Fruteweg;1;-47;U;gut;3,739;Rissen
Fruteweg;2;-48;G;gut;3,864;Rissen
Fuchsbergredder;1;-15;U;normal;-13,948;Billstedt
Fuchsbergredder;6;-10;G;normal;-9,705;Billstedt
Fuchsbergredder;19;-43;U;normal;-5,127;Billstedt
Fuchsbergredder;38;-52;G;normal;-5,535;Billstedt
Fuchsbergredder;054a;-92;G;normal;-5,059;Billstedt
Fuchsbergweg;1;-47;S;normal;-4,639;Billstedt
Fuchsbergweg;14;-14;G;normal;-4,968;Billstedt
Fuchsbergweg;16;-44;G;normal;-4,79;Billstedt
Fuchsienweg;1;-7;U;normal;-3,759;Eidelstedt
Fuchsienweg;2;-8;G;normal;-3,731;Eidelstedt
Fuchsloch;4;-8;G;normal;-6,314;Hamm
Fuchsversteck;1;-9;U;normal;-2,338;Schnelsen
Fuchsversteck;2;-18;G;normal;-2,354;Schnelsen
Fuchsversteck;11;-27;U;normal;-2,387;Schnelsen
Fuchswechsel;1;-15;U;normal;-2,366;Schnelsen
Fuchswechsel;001a;-   010b;S;normal;-2,317;Schnelsen
Fueerbarg;1;-3;U;gut;3,486;Sasel
Fueerbarg;6;-11;S;gut;3,579;Sasel
Fueerbarg;14;-16;G;gut;3,141;Sasel
Fuhlendorfweg;001a;-   051h;U;normal;-1,576;Suelldorf
Fuhlendorfweg;004a;-   016k;G;normal;-1,354;Suelldorf
Fuhlendorfweg;022a;-   040f;G;normal;-0,594;Suelldorf
Fuhlsbuetteler Damm;73;-111;U;normal;-3,494;Ohlsdorf
Fuhlsbuetteler Damm;80;-92;G;normal;-4,879;Ohlsdorf
Fuhlsbuetteler Damm;94;-100;G;normal;-5,016;Ohlsdorf
Fuhlsbuetteler Damm;112;-120;G;normal;-4,772;Ohlsdorf
Fuhlsbuetteler Weg;007a;-17;U;gut;1,729;Niendorf
Fuhlsbuetteler Weg;10;-66;G;gut;1,64;Niendorf
Fuhlsbuetteler Weg;23;-87;U;gut;2,199;Niendorf
Fuhlsbuetteler Weg;68;-84;G;gut;1,818;Niendorf
Fuhlsbuetteler Weg;106;-   132e;G;gut;1,644;Niendorf
Fuhlsbuettler Strasse;1;-3;U;normal;-5,598;Barmbek-Nord
Fuhlsbuettler Strasse;92;-106;G;normal;-6,185;Barmbek-Nord
Fuhlsbuettler Strasse;93;-99;U;normal;-6,295;Barmbek-Nord
Fuhlsbuettler Strasse;114;-134;G;normal;-6,364;Barmbek-Nord
Fuhlsbuettler Strasse;115;-115;U;normal;-6,358;Barmbek-Nord
Fuhlsbuettler Strasse;117;-137;U;normal;-6,311;Barmbek-Nord
Fuhlsbuettler Strasse;147;-161;U;normal;-13,416;Barmbek-Nord
Fuhlsbuettler Strasse;162;-174;G;normal;-10,665;Barmbek-Nord
Fuhlsbuettler Strasse;165;-165;U;normal;-10,351;Barmbek-Nord
Fuhlsbuettler Strasse;167;-167;U;normal;-10,904;Barmbek-Nord
Fuhlsbuettler Strasse;171;-175;U;normal;-10,208;Barmbek-Nord
Fuhlsbuettler Strasse;176;-180;G;normal;-12,428;Barmbek-Nord
Fuhlsbuettler Strasse;177;-181;U;normal;-11,865;Barmbek-Nord
Fuhlsbuettler Strasse;216c;-222;G;normal;-12,956;Barmbek-Nord
Fuhlsbuettler Strasse;221;-229;U;normal;-11,577;Barmbek-Nord
Fuhlsbuettler Strasse;224;-230;G;normal;-13,114;Barmbek-Nord
Fuhlsbuettler Strasse;238;-256;G;normal;-14,181;Barmbek-Nord
Fuhlsbuettler Strasse;257;-257;U;normal;-12,169;Barmbek-Nord
Fuhlsbuettler Strasse;259;-277;U;normal;-12,478;Barmbek-Nord
Fuhlsbuettler Strasse;260;-268;G;normal;-13,859;Barmbek-Nord
Fuhlsbuettler Strasse;289;-314;S;normal;-13,21;Barmbek-Nord
Fuhlsbuettler Strasse;300;-350;G;normal;-13,284;Barmbek-Nord
Fuhlsbuettler Strasse;386;-416;G;normal;-10,579;Barmbek-Nord
Fuhlsbuettler Strasse;391;-429;U;normal;-6,969;Barmbek-Nord
Fuhlsbuettler Strasse;448;-460;G;normal;-9,072;Barmbek-Nord
Fuhlsbuettler Strasse;464;-468;G;normal;-10,688;Barmbek-Nord
Fuhlsbuettler Strasse;470;-490;G;normal;-8,17;Barmbek-Nord
Fuhlsbuettler Strasse;527;-629;U;normal;-12,433;Barmbek-Nord
Fuhlsbuettler Strasse;570;-570;G;normal;-10,081;Barmbek-Nord
Fuhlsbuettler Strasse;572;-594;G;normal;-9,611;Barmbek-Nord
Fuhlsbuettler Strasse;606;-666;G;normal;-8,02;Barmbek-Nord
Fuhlsbuettler Strasse;657;-657;U;normal;-9,444;Barmbek-Nord
Fuhlsbuettler Strasse;661;-689;U;normal;-5,753;Barmbek-Nord
Fuhlsbuettler Strasse;672;-680;G;normal;-1,693;Barmbek-Nord
Fuhlsbuettler Strasse;709;-749;U;normal;-5,887;Barmbek-Nord
Fuhlsbuettler Strasse;751;-777;U;normal;-5,967;Barmbek-Nord
Fuhlsbuettler Strasse;790;-792;G;normal;-6,595;Barmbek-Nord
Fuhrenkamp;1;-15;U;normal;-4,438;Eissendorf
Fuhrenkamp;4;-8;G;normal;-4,378;Eissendorf
Fuldastieg;1;-57;S;normal;-4,91;Neuland
Fuenfhausener Hauptdeich;1;-8;S;gut;-0,188;Neuland
Fuenfhausener Strasse;2;-81;S;gut;0,613;Neuland
Fuenfstueck;1;-29;U;normal;-1,095;Rahlstedt
Fuenfstueck;4;-30;G;normal;-4,992;Rahlstedt
Funhofweg;1;-7;S;normal;-5,841;Barmbek-Nord
Funhofweg;8;-18;S;normal;-5,996;Barmbek-Nord
Funkstrasse;9;-13;U;normal;-3,881;Altona-Altstadt
Furchenacker;2;-   030c;G;normal;-12,446;Eidelstedt
Furchenacker;003a;-   007c;U;normal;-12,439;Eidelstedt
Furchenacker;013a;-   013c;U;normal;-12,654;Eidelstedt
Fuerstendahlen;1;-16;S;normal;-2,839;Eissendorf
Furtredder;1;-   023c;U;gut;3,789;Bergstedt
Furtredder;4;-18;G;gut;3,722;Bergstedt
Furtredder;25;-25;U;gut;3,599;Bergstedt
Furtweg;1;-55;U;normal;-6,542;Eidelstedt
Furtweg;020a;-   020d;G;normal;-10,309;Eidelstedt
Furtweg;032a;-44;G;normal;-10,024;Eidelstedt
Gademannstrasse;1;-7;U;normal;-12,795;Altona-Altstadt
Gaedechensweg;1;-9;U;gut;9,451;Eppendorf
Gaedechensweg;2;-10;G;gut;9,394;Eppendorf
Gaedechensweg;13;-15;U;gut;9,534;Eppendorf
Gaedechensweg;16;-18;G;gut;9,461;Eppendorf
Gaehlerstrasse;1;-15;U;normal;-11,498;Altona-Altstadt
Gaiserstrasse;1;-7;U;normal;-13,927;Harburg
Gaiserstrasse;2;-12;G;normal;-14,189;Harburg
Galileiweg;2;-28;G;normal;-7,141;Rahlstedt
Gammer Weg;2;-44;G;normal;-2,412;Altengamme
Gammer Weg;21;-45;U;normal;-2,213;Altengamme
Gammer Weg;46;-146;G;normal;-1,132;Altengamme
Gammer Weg;295;-295;U;normal;-0,635;Altengamme
Gandersheimer Weg;1;-27;U;gut;1,701;Niendorf
Gandersheimer Weg;2;-20;G;gut;1,598;Niendorf
Gannerbarg;1;-33;U;normal;-3,698;Neugraben-Fischbek
